학교ID,학교명,학교급구분,설립일자,설립형태,본교분교구분,운영상태,소재지지번주소,소재지도로명주소,시도교육청코드,시도교육청명,교육지원청코드,교육지원청명,생성일자,변경일자,위도,경도,데이터기준일자
B000011304,휘경공업고등학교,고등학교,1998-07-02,공립,본교,운영,서울특별시 동대문구 휘경동 49-327,서울특별시 동대문구 겸재로 21 . 휘경공업고등학교 (휘경동),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.58521558,127.0700007,2023-03-22
B000011349,서울여자상업고등학교,고등학교,1926-04-01,사립,본교,운영,서울특별시 관악구 봉천동 1695,서울특별시 관악구 관악로 85 (봉천동.서울여자상업고등학교),7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2022-10-06,37.47240474,126.9506004,2023-03-22
B000012059,동덕여자고등학교,고등학교,1910-04-28,사립,본교,운영,서울특별시 서초구 방배동 산82,서울특별시 서초구 효령로2길 123-5 . 동덕여자고등학교 (방배동),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.47583666,126.992496,2023-03-22
B000013459,경동고등학교,고등학교,1940-04-16,공립,본교,운영,서울특별시 성북구 삼선동3가 43-1,서울특별시 성북구 보문로29길 49 (삼선동3가. 경동고등학교),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.58582354,127.0149687,2023-03-22
B000011988,동명여자고등학교,고등학교,1921-06-03,사립,본교,운영,서울특별시 은평구 대조동 91-20,서울특별시 은평구 통일로 793 (대조동. 동명여자고등학교),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.61450966,126.9250428,2023-03-22
B000012044,인헌고등학교,고등학교,1985-03-02,공립,본교,운영,서울특별시 관악구 봉천동 174-5,서울특별시 관악구 인헌9길 74 (봉천동.인헌고등학교),7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2022-10-06,37.47164063,126.9697945,2023-03-22
B000011789,서울과학고등학교,고등학교,1988-09-14,공립,본교,운영,서울특별시 종로구 혜화동 1-1,서울특별시 종로구 혜화로 63 (명륜1가),7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2022-10-06,37.59172336,126.9981214,2023-03-22
B000011944,경희여자고등학교,고등학교,1963-03-01,사립,본교,운영,서울특별시 동대문구 회기동 1-5,서울특별시 동대문구 경희대로 26 . 경희여자고등학교  (회기동.경희대학교),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.59467402,127.0509009,2023-03-22
B000013476,고척고등학교,고등학교,1985-03-04,공립,본교,운영,서울특별시 구로구 고척동 287-29,서울특별시 구로구 중앙로15길 162 (고척동. 고척고등학교),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2022-10-06,37.50897724,126.851306,2023-03-22
B000012062,개포고등학교,고등학교,1987-03-01,공립,본교,운영,서울특별시 강남구 개포동 173,서울특별시 강남구 개포로 402 (개포동. 개포고등학교),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.48495285,127.0592181,2023-03-22
B000011949,송곡고등학교,고등학교,1965-12-30,사립,본교,운영,서울특별시 중랑구 망우동 239-1,서울특별시 중랑구 양원역로 50 (망우동),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.60540379,127.1072659,2023-03-22
B000022765,경복비즈니스고등학교,고등학교,1972-10-02,사립,본교,운영,서울특별시 강서구 등촌동 131,서울특별시 강서구 화곡로 379 (등촌동131),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.55802536,126.8525287,2023-03-22
B000011943,해성여자고등학교,고등학교,2008-03-01,사립,본교,운영,서울특별시 동대문구 전농동 90-3,서울특별시 동대문구 전농로20길 31 (전농동.해성여자고등학교),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.58123233,127.0566721,2023-03-22
B000012005,진명여자고등학교,고등학교,1906-04-21,사립,본교,운영,서울특별시 양천구 목동 927-6,서울특별시 양천구 목동로 170 . 진명여자고등학교 (목동),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.52381306,126.8661298,2023-03-22
B000011978,용화여자고등학교,고등학교,1988-03-05,사립,본교,운영,서울특별시 노원구 상계동 696,서울특별시 노원구 동일로 1461 . 용화여자고등학교 (상계동.용화여자고등학교),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.65877418,127.0583806,2023-03-22
B000011952,서울대학교사범대학부설고등학교,고등학교,1946-09-02,국립,본교,운영,서울특별시 성북구 종암동 7-10,서울특별시 성북구 월곡로 6 (종암동),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.59338533,127.0382522,2023-03-22
B000011953,석관고등학교,고등학교,1982-12-30,공립,본교,운영,서울특별시 성북구 석관동 77-1,서울특별시 성북구 한천로70길 30 . 석관고등학교 (석관동),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.6096418,127.0665343,2023-03-22
B000011356,대진디자인고등학교,고등학교,1995-03-02,사립,본교,운영,서울특별시 강남구 수서동 733,서울특별시 강남구 광평로39길 93 (수서동.대진디자인고등학교),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.49070951,127.0961005,2023-03-22
B000011305,해성국제컨벤션고등학교,고등학교,1961-03-03,사립,본교,운영,서울특별시 동대문구 전농동 90-3,서울특별시 동대문구 전농로20길 31 . 해성국제컨벤션고등학교 (전농동),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.58174873,127.057254,2023-03-22
B000013474,등촌고등학교,고등학교,2004-03-01,공립,본교,운영,서울특별시 강서구 등촌동 691-2,서울특별시 강서구 공항대로39길 115 . 등촌고등학교 (등촌동),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.56274214,126.8449019,2023-03-22
B000011320,인덕과학기술고등학교,고등학교,1963-12-14,사립,본교,운영,서울특별시 노원구 월계동 648-7,서울특별시 노원구 초안산로 12 . 인덕과학기술고등학교 (월계동),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.63207948,127.0560862,2023-03-22
B000011945,휘경여자고등학교,고등학교,1975-03-03,사립,본교,운영,서울특별시 동대문구 휘경동 43-7,서울특별시 동대문구 한천로 247 (휘경동.휘경여자고등학교),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.58355605,127.0663086,2023-03-22
B000013481,경문고등학교,고등학교,1980-05-07,사립,본교,운영,서울특별시 동작구 동작동 산4-2,서울특별시 동작구 동작대로 171 . 경문고등학교 (동작동),7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2022-10-06,37.49258942,126.9815423,2023-03-22
B000011929,배문고등학교,고등학교,1955-12-31,사립,본교,운영,서울특별시 용산구 서계동 259-3,서울특별시 용산구 효창원로 258 (서계동),7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2022-10-06,37.54999783,126.9646239,2023-03-22
B000011306,정화여자상업고등학교,고등학교,1908-09-01,사립,본교,운영,서울특별시 동대문구 제기동 293,서울특별시 동대문구 홍릉로15길 50 정화여자상업고등학교 (제기동),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.58595808,127.0407595,2023-03-22
B000012019,덕원여자고등학교,고등학교,1979-04-29,사립,본교,운영,서울특별시 강서구 내발산동 산59-2,서울특별시 강서구 강서로45길 91-44 . 덕원여자고등학교 (내발산동),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.5482012,126.8285995,2023-03-22
B000012039,동작고등학교,고등학교,1992-03-02,공립,본교,운영,서울특별시 동작구 사당동 236-23,서울특별시 동작구 솔밭로 51 (사당동.동작고등학교),7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2022-10-06,37.48190069,126.9653194,2023-03-22
B000012027,오류고등학교,고등학교,1999-11-27,사립,본교,운영,서울특별시 구로구 궁동 110-1,서울특별시 구로구 오리로21길 2 (궁동. 오류고등학교),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2022-10-06,37.50026298,126.828196,2023-03-22
B000012029,문일고등학교,고등학교,1975-03-04,사립,본교,운영,서울특별시 금천구 시흥동 559-1,서울특별시 금천구 시흥대로47길 45 (시흥동),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2022-10-06,37.44914501,126.8990721,2023-03-22
B000012012,대일고등학교,고등학교,1972-09-26,사립,본교,운영,서울특별시 강서구 등촌동 산88,서울특별시 강서구 등촌로 105 (등촌동.대일고등학교),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.53918801,126.8628558,2023-03-22
B000013473,한가람고등학교,고등학교,1997-10-08,사립,본교,운영,서울특별시 양천구 목동 909-12,서울특별시 양천구 목동서로 15 한가람고등학교 (목동),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.53775546,126.8838877,2023-03-22
B000013482,당곡고등학교,고등학교,1984-03-01,공립,본교,운영,서울특별시 관악구 봉천동 677,서울특별시 관악구 봉천로21길 108 . 당곡고등학교 (봉천동),7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2022-10-06,37.49193742,126.9347167,2023-03-22
B000011350,광신방송예술고등학교,고등학교,1905-10-10,사립,본교,운영,서울특별시 관악구 신림동 329,서울특별시 관악구 광신길 141 (신림동. 광신방송예술고등학교),7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2022-10-06,37.46577693,126.9247246,2023-03-22
B000012049,서울미술고등학교,고등학교,1972-05-25,사립,본교,운영,서울특별시 관악구 봉천동 1690-133,서울특별시 관악구 남부순환로247길 26 (봉천동.서울미술고등학교),7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2022-10-06,37.47692079,126.9672486,2023-03-22
B000012023,경인고등학교,고등학교,2002-03-04,공립,본교,운영,서울특별시 구로구 고척동 66-28,서울특별시 구로구 경인로46길 31. 경인고등학교(고척동),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2022-10-06,37.49641705,126.8658108,2023-03-22
B000011948,중화고등학교,고등학교,1988-03-02,공립,본교,운영,서울특별시 중랑구 중화동 21-4,서울특별시 중랑구 봉화산로27길 62 (중화동. 중화고등학교),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.60476638,127.0830568,2023-03-22
B000013455,경희고등학교,고등학교,1960-04-15,사립,본교,운영,서울특별시 동대문구 이문동 1-3,서울특별시 동대문구 경희대로 26 (회기동. 경희고등학교),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.59501183,127.0549057,2023-03-22
B000013448,성동고등학교,고등학교,1949-08-24,공립,본교,운영,서울특별시 중구 신당동 161,서울특별시 중구 퇴계로90길 17 . 성동고등학교 (신당동),7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2022-10-06,37.56411643,127.0228464,2023-03-22
B000012054,양재고등학교,고등학교,1990-03-03,공립,본교,운영,서울특별시 서초구 서초동 1376-4,서울특별시 서초구 남부순환로346길 9 (서초동.양재고등학교),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.48293174,127.0328864,2023-03-22
B000011803,미림여자정보과학고등학교,고등학교,1991-03-01,사립,본교,운영,서울특별시 관악구 신림동 1557-1,서울특별시 관악구 호암로 546 (신림동),7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2022-10-06,37.46644063,126.9327248,2023-03-22
B000012078,가락고등학교,고등학교,1989-03-01,공립,본교,운영,서울특별시 송파구 송파동 172,서울특별시 송파구 송이로 42 (송파동.가락고등학교),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.50123222,127.1169042,2023-03-22
B000012043,신림고등학교,고등학교,1987-03-01,공립,본교,운영,서울특별시 관악구 신림동 1566-42,서울특별시 관악구 문성로 119 . 신림고등학교 (신림동),7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2022-10-06,37.47854994,126.9175132,2023-03-22
B000012083,배명고등학교,고등학교,1934-10-07,사립,본교,운영,서울특별시 송파구 삼전동 172-1,서울특별시 송파구 삼학사로 11 (삼전동),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.49881138,127.0956575,2023-03-22
B000011928,오산고등학교,고등학교,1907-05-15,사립,본교,운영,서울특별시 용산구 보광동 168-73,서울특별시 용산구 보광로7길 17 (보광동),7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2022-10-06,37.52350529,126.999589,2023-03-22
B000011327,동명생활경영고등학교,고등학교,1921-06-03,사립,본교,운영,서울특별시 은평구 대조동 91-20,서울특별시 은평구 통일로 793 (대조동),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.61383099,126.9246425,2023-03-22
B000011799,덕원예술고등학교,고등학교,1992-03-03,사립,본교,운영,서울특별시 강서구 내발산동 산59-2,서울특별시 강서구 강서로45길 91-44 . 덕원예술고등학교 (내발산동),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.54968747,126.8283115,2023-03-22
B000012036,선유고등학교,고등학교,2005-05-26,공립,본교,운영,서울특별시 영등포구 양평동4가 10,서울특별시 영등포구 선유로 227 . 선유고등학교 (양평동4가),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2022-10-06,37.53372028,126.8949169,2023-03-22
B000011343,덕일전자공업고등학교,고등학교,1994-10-05,사립,본교,운영,서울특별시 구로구 오류동 199-1,서울특별시 구로구 서해안로21길 5-12 (오류동),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2022-10-06,37.49029396,126.8371091,2023-03-22
B000011940,건국대학교사범대학부속고등학교,고등학교,1980-03-05,사립,본교,운영,서울특별시 광진구 화양동 528,서울특별시 광진구 능동로 120 . 건국대학교사범대학부속고등학교 (화양동),7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2022-10-06,37.54022482,127.0804186,2023-03-22
B000011986,충암고등학교,고등학교,1969-03-02,사립,본교,운영,서울특별시 은평구 응암동 272-113,서울특별시 은평구 가좌로5길 5 (응암동),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.58485183,126.9212301,2023-03-22
B000013470,상암고등학교,고등학교,2007-05-10,공립,본교,운영,서울특별시 마포구 상암동 1659,서울특별시 마포구 월드컵북로 445 (상암동),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.58138322,126.8838273,2023-03-22
B000011321,서울동산고등학교,고등학교,1968-04-29,사립,본교,운영,서울특별시 노원구 공릉동 481-3,서울특별시 노원구 공릉로 257 (공릉동),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.63020748,127.0750741,2023-03-22
B000013468,이화여자대학교사범대학부속이화금란고등학교,고등학교,1958-04-01,사립,본교,운영,서울특별시 서대문구 대신동 47,서울특별시 서대문구 성산로 560 . 이대부속고등학교 (대신동),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.56596828,126.9473028,2023-03-22
B000013488,현대고등학교,고등학교,1985-03-01,사립,본교,운영,서울특별시 강남구 압구정동 425,서울특별시 강남구 압구정로 127 (압구정동),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.52512278,127.0226425,2023-03-22
B000012080,잠신고등학교,고등학교,1988-12-23,공립,본교,운영,서울특별시 송파구 잠실동 22-2,서울특별시 송파구 잠실로 24 . 잠신고등학교 (잠실동),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.51526167,127.0889878,2023-03-22
B000012040,성남고등학교,고등학교,1938-04-25,사립,본교,운영,서울특별시 동작구 대방동 375-1,서울특별시 동작구 대방동길 74 (대방동),7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2022-10-06,37.50518496,126.9263176,2023-03-22
B000011999,금옥여자고등학교,고등학교,1981-05-03,공립,본교,운영,서울특별시 양천구 신정동 729,서울특별시 양천구 신정로 213 (신정동),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.51104075,126.8445702,2023-03-22
B000012004,양천고등학교,고등학교,1984-02-06,사립,본교,운영,서울특별시 양천구 신정동 856-5,서울특별시 양천구 신정로14길 13 (신정동.양천고등학교),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.50901425,126.8457829,2023-03-22
B000012046,남강고등학교,고등학교,1973-03-02,사립,본교,운영,서울특별시 관악구 신림동 627-1,서울특별시 관악구 난곡로34길 80 (신림동.남강중고등학교),7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2022-10-06,37.47242239,126.925555,2023-03-22
B000012024,구로고등학교,고등학교,1982-03-01,공립,본교,운영,서울특별시 구로구 구로동 105-1,서울특별시 구로구 가마산로27길 45 . 구로고등학교 (구로동),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2022-10-06,37.49864368,126.8900126,2023-03-22
B000013486,휘문고등학교,고등학교,1904-09-01,사립,본교,운영,서울특별시 강남구 대치동 952-1,서울특별시 강남구 역삼로 541 (대치동),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.50492792,127.0627984,2023-03-22
B000012020,명덕여자고등학교,고등학교,1984-03-05,사립,본교,운영,서울특별시 강서구 내발산동 169-1,서울특별시 강서구 강서로47길 34-10 (내발산동),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.55410155,126.8340788,2023-03-22
B000011290,서일문화예술고등학교,고등학교,1966-12-08,사립,본교,운영,서울특별시 종로구 창신동 13-80,서울특별시 종로구 지봉로17길 49 . 서일국제경영고등학교 (창신동. 서일국제경영고등학교),7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2022-10-06,37.57951723,127.0127598,2023-03-22
B000011347,한강미디어고등학교,고등학교,1995-01-10,공립,본교,운영,서울특별시 영등포구 양평동4가 315-1,서울특별시 영등포구 선유로55길 22 (양평동4가.한강미디어고등학교),7010000,서울특별시교육청,7041000,서울특별시남부교육지원청,2013-11-29,2022-10-06,37.5389561,126.8975045,2023-03-22
B000012060,경기고등학교,고등학교,1900-10-01,공립,본교,운영,서울특별시 강남구 삼성동 74-4,서울특별시 강남구 영동대로 643 . 경기고등학교 (삼성동),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.51712417,127.0559391,2023-03-22
B000012081,문현고등학교,고등학교,2010-03-01,공립,본교,운영,서울특별시 송파구 장지동 838,서울특별시 송파구 충민로 115 (장지동),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.48106969,127.1290343,2023-03-22
B000011797,한성과학고등학교,고등학교,1992-09-25,공립,본교,운영,서울특별시 서대문구 현저동 산5-47,서울특별시 서대문구 통일로 279-79 . 한성과학고등학교 (현저동),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.57598593,126.9528402,2023-03-22
B000011292,성동글로벌경영고등학교,고등학교,1961-03-03,공립,본교,운영,서울특별시 중구 신당동 250-3,서울특별시 중구 퇴계로 375 (신당동. 성동글로벌경영고등학교),7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2022-10-06,37.56564434,127.0131717,2023-03-22
B000011358,일신여자상업고등학교,고등학교,1958-04-06,사립,본교,운영,서울특별시 송파구 송파동 5-14,서울특별시 송파구 송파대로38길 8 (송파동.일신여자상업고등학교),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.50181658,127.11436,2023-03-22
B000012066,중산고등학교,고등학교,1994-03-01,사립,본교,운영,서울특별시 강남구 일원동 714,서울특별시 강남구 일원로14길 22 . 중산고등학교 (일원동),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.48545837,127.0807166,2023-03-22
B000012082,보성고등학교,고등학교,1906-09-05,사립,본교,운영,서울특별시 송파구 방이동 89-22,서울특별시 송파구 양재대로 1278 (방이동.보성중고등학교),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.51962037,127.1347447,2023-03-22
B000012084,잠실여자고등학교,고등학교,1983-03-02,사립,본교,운영,서울특별시 송파구 송파동 99-2,서울특별시 송파구 송파대로38길 8 (송파동) 잠실여자고등학교,7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.50229735,127.1130388,2023-03-22
B000012072,중앙대학교사범대학부속고등학교,고등학교,1934-04-15,사립,본교,운영,서울특별시 강남구 도곡동 산21,서울특별시 강남구 선릉로 207 . 중앙대학교사범대학부속고등학교 (도곡동),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.49221278,127.052077,2023-03-22
B000012064,청담고등학교,고등학교,1990-03-03,공립,본교,운영,서울특별시 강남구 압구정동 526,서울특별시 강남구 압구정로 419 . 청담고등학교 (압구정동. 청담고등학교),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.52817117,127.0433883,2023-03-22
B000011970,월계고등학교,고등학교,2005-03-01,공립,본교,운영,서울특별시 노원구 월계동 778,서울특별시 노원구 초안산로5길 66 (월계동.월계고등학교),7010000,서울특별시교육청,7051000,서울특별시북부교육지원청,2013-11-29,2022-10-06,37.63156896,127.0486715,2023-03-22
B000011795,대일외국어고등학교,고등학교,1984-09-24,사립,본교,운영,서울특별시 성북구 정릉동 산16-36,서울특별시 성북구 서경로 116 대일외국어고등학교 (정릉동),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.61372361,127.0139551,2023-03-22
B000012079,오금고등학교,고등학교,1988-03-01,공립,본교,운영,서울특별시 송파구 오금동 34-3,서울특별시 송파구 중대로 247 (오금동),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.50435687,127.1293872,2023-03-22
B000011310,동구마케팅고등학교,고등학교,1942-06-17,사립,본교,운영,서울특별시 성북구 성북동 168-275,서울특별시 성북구 성북로8길 71 . 동구마케팅고등학교 (성북동),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.59318716,127.0066941,2023-03-22
B000012063,압구정고등학교,고등학교,1987-05-06,공립,본교,운영,서울특별시 강남구 압구정동 470,서울특별시 강남구 압구정로39길 20 . 압구정고등학교 (압구정동),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.53087081,127.0328538,2023-03-22
B000011351,서울관광고등학교,고등학교,1978-03-15,사립,본교,운영,서울특별시 관악구 봉천동 1694,서울특별시 관악구 은천로15길 25 (봉천동.서울관광고등학교),7010000,서울특별시교육청,7132000,서울특별시동작관악교육지원청,2013-11-29,2022-10-06,37.48823521,126.9433831,2023-03-22
B000011806,서울체육고등학교,고등학교,1971-03-20,공립,본교,운영,서울특별시 송파구 방이동 88-14,서울특별시 송파구 강동대로 232 . 서울체육고등학교 (방이동),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.52175897,127.1304069,2023-03-22
B000013487,중동고등학교,고등학교,1906-05-10,사립,본교,운영,서울특별시 강남구 일원동 618,서울특별시 강남구 일원로 7 . 중동고등학교 (일원동),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.49313402,127.080769,2023-03-22
B000011301,덕수고등학교,고등학교,1910-04-13,공립,본교,운영,서울특별시 성동구 행당동 70-28,서울특별시 성동구 왕십리로 199 (행당동),7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2022-10-06,37.55545857,127.0421425,2023-03-22
B000011954,홍익대학교사범대학부속고등학교,고등학교,1954-06-15,사립,본교,운영,서울특별시 성북구 성북동 151,서울특별시 성북구 성북로14가길 23 (성북동.홍익대학교부속중고등학교),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.59432254,127.0038423,2023-03-22
B000012075,창덕여자고등학교,고등학교,1941-09-01,공립,본교,운영,서울특별시 송파구 방이동 89-6,서울특별시 송파구 양재대로 1240 . 창덕여자고등학교 (방이동),7010000,서울특별시교육청,7130000,서울특별시강동송파교육지원청,2013-11-29,2022-10-06,37.51592419,127.1401446,2023-03-22
B000011941,휘봉고등학교,고등학교,2012-05-01,공립,본교,운영,서울특별시 동대문구 휘경동 43-138,서울특별시 동대문구 한천로 290 (휘경동),7010000,서울특별시교육청,7021000,서울특별시동부교육지원청,2013-11-29,2022-10-06,37.58647725,127.0685464,2023-03-22
B000011987,숭실고등학교,고등학교,1897-10-10,사립,본교,운영,서울특별시 은평구 신사동 300-88,서울특별시 은평구 은평터널로7길 6 (신사동),7010000,서울특별시교육청,7031000,서울특별시서부교육지원청,2013-11-29,2022-10-06,37.59291809,126.904049,2023-03-22
B000012002,강서고등학교,고등학교,1983-11-01,사립,본교,운영,서울특별시 양천구 목동 735,서울특별시 양천구 목동중앙남로 27 . 강서고등학교 (목동),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.53674853,126.8662863,2023-03-22
B000012053,반포고등학교,고등학교,1984-03-01,공립,본교,운영,서울특별시 서초구 반포동 30-19,서울특별시 서초구 고무래로 71 (반포동.반포고등학교),7010000,서울특별시교육청,7091300,서울특별시강남서초교육지원청,2013-11-29,2022-10-06,37.50204786,127.0165603,2023-03-22
B000011955,고려대학교사범대학부속고등학교,고등학교,1968-03-11,사립,본교,운영,서울특별시 성북구 정릉동 660,서울특별시 성북구 정릉로 161 (정릉동),7010000,서울특별시교육청,7121200,서울특별시성북강북교육지원청,2013-11-29,2022-10-06,37.60980051,127.0014306,2023-03-22
B000011336,강서공업고등학교,고등학교,1994-03-01,공립,본교,운영,서울특별시 강서구 방화동 834,서울특별시 강서구 방화대로47길 9 (방화동.강서공업고등학교),7010000,서울특별시교육청,7081300,서울특별시강서양천교육지원청,2013-11-29,2022-10-06,37.57555541,126.8158624,2023-03-22
B000011936,자양고등학교,고등학교,1984-03-01,공립,본교,운영,서울특별시 광진구 자양동 524-11,서울특별시 광진구 뚝섬로37길 28 (자양동.자양고등학교),7010000,서울특별시교육청,7134000,서울특별시성동광진교육지원청,2013-11-29,2022-10-06,37.53554054,127.0729936,2023-03-22
B000011927,용산고등학교,고등학교,1946-09-09,공립,본교,운영,서울특별시 용산구 용산동2가 1,서울특별시 용산구 두텁바위로 60 (용산동2가.용산고등학교),7010000,서울특별시교육청,7061000,서울특별시중부교육지원청,2013-11-29,2022-10-06,37.54520417,126.9801563,2023-03-22
