"시점","행정구역(시군구)별","성별",계,0 - 4세,5 - 9세,10 - 14세,15 - 19세,20 - 24세,25 - 29세,30 - 34세,35 - 39세,40 - 44세,45 - 49세,50 - 54세,55 - 59세,60 - 64세,65 - 69세,70 - 74세,75 - 79세,80 - 84세,85 - 89세,90 - 94세,95 - 99세,100세 이상
"2021","송파구","계",655395,21118.5,28392.5,28930.5,29242.5,39031.5,52702.5,52858,54844,53841,52941,52559.5,47784.5,47695,36588,24311,15820.5,9301,4971.5,1937,454.5,70.5
"2021","강동구","계",456069,14986,19514,19560.5,19229.5,26063,34606,33979.5,37021.5,37364,36067.5,36111,34662,36281,27509.5,18468.5,12138,7112,3583.5,1438.5,311,62.5
"2022","서울특별시","계",9378610,236014.5,327888,364124.5,385989.5,588157,811396,742866.5,679663.5,722262,725662.5,789729.5,686982,708879.5,564472.5,398354.5,299196.5,207370,97563.5,33449.5,7423.5,1165
"2022","종로구","계",140477,2616,4066.5,4805,5362.5,9698.5,12681,10329,8862,9676,10374.5,12596.5,11345.5,11117.5,8616,6068,5186,4131.5,2034.5,704,180.5,26
"2022","중구","계",119206.5,2858,3261,2970.5,3365.5,7107.5,10746,10467,9207,8639.5,8032,9895.5,9230.5,9645.5,7907.5,5550.5,4475.5,3368.5,1680,637.5,139.5,22
"2022","용산구","계",215891,5647,6626,6748.5,7556.5,12809,19209,19985,17428.5,16547.5,15824.5,18578.5,15956.5,15878,12230.5,8397.5,6794,5483.5,2896.5,1040,217.5,37
"2022","성동구","계",280685,8906.5,9809.5,8803.5,9819,18107,24518,23177,22772.5,21819.5,20452,23558,21209,21485,15954,11017.5,8827,6300.5,2983.5,941,187.5,37.5
"2022","광진구","계",335712.5,7048.5,10032,11675.5,12883.5,24394,36339,29944.5,24433,24519,24728.5,27831.5,24871,24955,18808.5,12626.5,9515,6751.5,3077,1009,230.5,39.5
"2022","동대문구","계",334024,8422,10675,10840.5,11834,25569,30435,24965,23531,24404,23741,26757,24317,25932.5,21119,15131,12208,8642.5,3988.5,1206.5,251.5,54
"2022","중랑구","계",383496,9263.5,11539,11916,13161,21328,31697.5,30128.5,26929,27726,26977.5,33202.5,32569,34407.5,26339,18023,13399,9203.5,4041,1310.5,295.5,39.5
"2022","성북구","계",426763.5,10947,15638,17105.5,18862.5,31445,33798,28838.5,28867,31931.5,34103.5,37797.5,30933,31371,24947.5,17889,14515.5,10804,4921.5,1662.5,342.5,43
"2022","강북구","계",293601.5,5380.5,8071.5,9511.5,10852,18018.5,22228,18701,17551.5,20213,22224.5,26320.5,24086,25709.5,20960,16148.5,13020.5,9208.5,3926.5,1170.5,261,38
"2022","도봉구","계",312179.5,6540,9755.5,11206.5,12638,18363,21930.5,19422,19096.5,21498.5,23371.5,28400,26346.5,28560.5,22664,15575,12040,8934.5,4093,1397.5,301.5,45
"2022","노원구","계",504265,11686,17769,22911.5,26676,34941.5,33738.5,31047,31131,36991.5,42549.5,47264,38598.5,39379.5,31257.5,21395.5,16236,12049,5978,2139.5,452.5,73.5
"2022","은평구","계",465727.5,11175.5,15517,17380,19363,27318.5,36562,33817.5,32273.5,35437,36830,40652,35190.5,37068.5,29234.5,21344,16833.5,12151,5532,1657.5,347.5,42.5
"2022","서대문구","계",302243.5,7937,10673.5,10608.5,11849.5,21593,26948.5,22687,21323,22179,22424,25683.5,22129.5,22238,17224.5,12449,10557,8212,3950.5,1259,267,50.5
"2022","마포구","계",362719.5,9823,12843,13396.5,14045,24401.5,35968.5,32873,29957,29201.5,29112.5,29928,24038.5,23035,17535.5,12600,10494,7943.5,3875,1344.5,257.5,46.5
"2022","양천구","계",440981.5,10198.5,18073.5,24262.5,24742.5,26314,29569.5,26756.5,27812.5,35539.5,39183,40858.5,34057.5,33815.5,26508,17850.5,11934.5,7881.5,3831.5,1429,315.5,47.5
"2022","강서구","계",567898,14980,20120.5,21133,22037.5,31696.5,52201.5,51978.5,45260,45382,42525.5,43477.5,39323.5,43873,35007.5,23828,16319,10821,5364,2023.5,477.5,68.5
"2022","구로구","계",393517.5,11271,13868,14325,14506,21703,31419.5,31628.5,29398.5,30498,29648.5,31871,29374,31512,25782.5,18808.5,13501,8881,3945.5,1261.5,281.5,33
"2022","금천구","계",228373.5,5070,6104,6409,7293.5,13067.5,23621.5,20800.5,16002.5,15246.5,15569.5,19001,19213,19971,14729,10439.5,7633,5107,2207.5,713.5,147,27.5
"2022","영등포구","계",372625.5,11422,12714.5,11610,11900,21029,36925,37536,31606.5,28467,26181.5,28788.5,26151,26791.5,20850.5,15330.5,11488,8177,4108,1249,262.5,37.5
"2022","동작구","계",379738,9440.5,12708.5,12786.5,13965.5,26329,38008,32315.5,27720,28233.5,27660,30255.5,26516.5,27519.5,22189.5,16611,12800.5,8792,4143,1373.5,322,48
"2022","관악구","계",482092.5,8142,10847,12036,14555.5,37539.5,71244,51436.5,34312.5,32316,31443,34542.5,31011.5,32660.5,26699.5,20855,15810.5,10667,4296,1340,289,49
"2022","서초구","계",402936.5,11429.5,18910,22880.5,21446,22941.5,27732.5,28274.5,29254.5,35836,37165,35414,26222.5,25249.5,21435.5,15370.5,11264,6925.5,3466.5,1328,343.5,47
"2022","강남구","계",522782.5,11915.5,21533.5,29777,29599,30564.5,38208,38020,37503.5,46214.5,48959.5,46691.5,33961,31712,28114.5,20256.5,14554,8758,4188.5,1737.5,441.5,72.5
"2022","송파구","계",652993.5,19615,27598.5,29136.5,28711,36991.5,51535,53183.5,52189,55065,51239,53624,46712.5,48122.5,38930,25352,16906,10248,5247.5,2026,486.5,74.5
"2022","강동구","계",457679,14280,19133.5,19889,18965,24887,34132,34554.5,35241.5,38680.5,35342.5,36740.5,33618,36869.5,29428,19437.5,12885,7928,3788,1488.5,325,65.5
